image_id,label,tags,fmt,sel,sel_kind,sel_src,in_p1,in_p2,n_p1,n_p2,p1,p2,kinds,ocr,sec,two,et,file,pred,long,strat,stage
001446,2021-10-28,,YYYY.MM.DD,2021-10-NONE,YYMM,p2,True,False,1,1,2021-10-28,2021-10-NONE,YYMM,CORN NUTS BAR 2021.10.28 H,0.9,False,일만틀림,001446.jpg,2021-10-NONE,640,small,B 1패스엔 있었는데 2패스가 지움
001452,2022-09-13,,YYYY.MM.DD,2021-08-07,SP_DMY,p1@640,False,False,1,1,2021-08-07,2021-08-07,SP_DMY,C 7 || OE1OZ || 00210O || 202 || LHIT THA  HDPE/FPP ||   HA 0 || 080-781-1948 || X1  010  715 0 220 || OEXID VO/NON || HOHO 2101741889 || ND0H 7543720   || 2 E7  8 21 || 3 192 809447 402413 || :20-139-002 || GMP || 48   202209.13x ,2.9,False,전부틀림,001452.jpg,2021-08-07,907,mid,C 후보는 있는데 전부 오답(오독)
001455,2022-04-02,,YYYY.MM.DD,2022-01-02,YYYY,p2,True,False,1,1,2022-04-02,2022-01-02,YYYY,SWIss mIss || Sw || LH88 88A11 200 g EE 4192 847188 20140496065-83 || LHEXH OXHSS 8718282928:82109 9982A4E N882 8198488  4 32 M2X 02-E2  28  8812718.712E0.6   8 E12/E 100   84 34395A 20 7A0 A48   12150  -8881 S8N078550   20  || 0 || EPOH 8 || 202 A0 || 0X84.99885980 EDA AA || 0118 || 8480139 ||  871,3.8,False,월/일틀림,001455.jpg,2022-01-02,640,small,B 1패스엔 있었는데 2패스가 지움
001465,2022-11-18,,YYYY.MM.DD,NONE-11-18,MMDD,p1@640,False,False,1,1,NONE-11-18,NONE-11-18,MMDD,A T S S 202 13:57   3 7 O C 11.18    C   || S,2.8,False,연도만틀림,001465.jpg,NONE-11-18,640,small,C 후보는 있는데 전부 오답(오독)
001466,2020-11-03,,YYYY.MM.DD,2020-01-03,YYYY,erode2/p1@1024,False,False,1,1,2020-01-03,2020-01-03,YYYY,H1  5388 80 || H0lT || HOO || 48 4 ||  C  O  27E MADLCE || 7 10 4040  200.1.03 90T 3E  10 BE || 188 201 5488 ER    312349 || 284449 || 281291 || R  || 1  5888 || H0 || HO || 4 481 W EA 4 OR   EAE || 1 90 3 || O900 E440 A BESEA || XB 1  520  X 0/ 8201 48 3012g2519 0  201  1956200 HACCP || ARBON || 1E,11.1,False,월/일틀림,001466.jpg,2020-01-03,1008,mid,C 후보는 있는데 전부 오답(오독)
001467,2020-11-03,,YYYY.MM.DD,2031-01-16,CMP6_DMY,dilate2/p1@640,False,False,1,1,2031-01-16,2031-01-16,CMP6_DMY,HOlT 31454889 || HO IE || I || 48 N4 HPHMOLD TPHZEAULIEL W89 OWRAE 482880 ZLEBLCE 8 W83E PELO || u || 12M5008400189O 90T 3 || 808 || M SWY ALIOSIVO 48881921488100512 2554 || 48 OO4ERS 1808529 || AMR820 || -138022 || PMOAI ||  || ox 315488 ||   ||  || 49 N HEM T  W OSWRAE 4   8  W83E OLC || 1 || M850,11.5,False,전부틀림,001467.jpg,2031-01-16,640,small,C 후보는 있는데 전부 오답(오독)
001476,2022-05-10,2,YY.MM.DD,2020-11-01,YY,p2,False,False,1,1,2020-11-11,2020-11-01,YY,S T S 1R1  lg  2 2 12484E 32 1 1 8   022824 080-850-1200  cj.co.kr 4 1666-5471 224  4  1748 49 D O  0  IBL OED EIDE REWE 3A 284n 12A CHFELOPE  E X  ||    A G67  2 2  17HOHME  cj.co.kr   294  24 080-850-1200 1666-5471   O PO A oa 242 100  BEW 38 HAAHE ||  4fa  8  || P 2.0510 20. 11. 11A  E || IBL,5.8,True,전부틀림,001476.jpg,2020-11-01,870,mid,C 후보는 있는데 전부 오답(오독)
001477,2022-05-10,2,YY.MM.DD,NONE,,,False,False,0,0,,,,4 16   2872 100  212 ||   1RA aa 2FRSA 0.  ||  PEN E  r O  080-850-1200  C 9E  S 1666.547 0 ZE FRLDPE E30 || 32 dd 1 IB1  E 17X1 ||  96   2  2100  43 ||   ARA  HREA n p 8   ||    BT.K  O  080-50200012   E ASI E 06-50120  HPELDE   || 32 8  IBL  E 77 1 || E4 4 2 ||  AE RA D  C CETEEL  40IENE 43  cco k,15.2,True,NONE,001477.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001480,NONE,m,none,2020-12-18,YYYY,p2,False,False,1,1,2020-12-18,2020-12-18,YYYY,2 180 || OOFAE || 812F1 400 g 48  2100   OO0 || 02067-23 015-20 104235007X19578 070  2000l0 24 64 O mg E10g 187088 X0 100 9 4E0 mg 100 x O  x0 31    || 2020.12.18 ||  ||  || OTHER,3.2,False,라벨NONE인데답함,001480.jpg,2020-12-18,929,mid,C 후보는 있는데 전부 오답(오독)
001481,NONE-01-31,,MM.DD,NONE,,,False,False,0,0,,,,TME . || 0 0 || E 0 || 4575  1814  814  900 1337500 B.7E || 60 kcal || 20107E1900850 || 01.31708:52 || 2 980 || 0 || C1oe ols 4.980 3 ak || os || Oro || 18 D  E  ||   ||   || 145 5  1488900 g 21814  1814  33712 P.7E || 60 kcal || 8259371 19000860 || 01.317M08:52 || 2.980 ||   ||  O1y 4.980 C DS || o,20.2,False,NONE,001481.jpg,NONE,1008,mid,D 후보 없음(미검출/전부 미인식)
001482,NONE-01-31,,MM.DD,NONE,,,False,False,0,0,,,,0 -  RO 5 || 137 || Q7E || 2159159211900850 || 01.3177 08:52 ||  - R O 6 || 13711 || O.7E || 82598B2E19008600 || 01.3171 08:52 || 60 kca 37 || Q7E || 4598275190086502 || 01.317N08:52 || 1 || 37 || RAE || 01.317W08:52 || 3 || 17 || O7E || 82528 82519003501 || 01.317108:58 || 0 Z 0 R0 || T1 50 || Te 1,8.3,False,NONE,001482.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001487,2022-12-08,,DD.MM.YYYY,2022-01-08,DMY4,p1@640,False,False,1,1,2022-01-08,2022-01-08,DMY4,EXP:08  1 2022 L.22520 || 4SO8 22  S NEED H5A   70 1000 m 8300 kcal  HCMIG GRAPE SED OUL ||  Acetes desu cosu.SA,2.2,False,월/일틀림,001487.jpg,2022-01-08,640,small,C 후보는 있는데 전부 오답(오독)
001494,2023-08-17,,DD MON YYYY,NONE,,,False,False,0,0,,,,DICHIARAZIONE NUTRL ONILE MEDIA DURCHSCHNITTLICHE AHEWET PELERI 10g || AVERAGE NUTRITIONA DECAATION Energia/Brennwert/Eny Grassi/Fett/Fat 12813 3 || di cui acidi grasse Saturi davon Gesittigte fetsauren 3 || of which Saturated 83 || di cui zuccheri 698 || 8 Protcine Eweif/Proi  of which sugars davon,13.8,False,NONE,001494.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001511,2023-12-01,,YYYY.MM.DD,NONE-03-22,MMDD,erode3/p1@640,False,False,1,1,NONE-03-22,NONE-03-22,MMDD,n       15701 3 0       n r  3  H   e 660 200 20232.01 AE 94  8652 C  P94      PLO1002003562 ||  4  A  R A  H    w    A. w    660 20.0 202.01 04 882   K94     a  e   PLO0203562 || n o N     44 157701 A   T B  8 : HAN  T n ad 660200 202312.01 A KF94  CH 4  0822 8    PL0100203562 || B  3    03-22 C89 ,10.5,False,전부틀림,001511.jpg,NONE-03-22,640,small,C 후보는 있는데 전부 오답(오독)
001515,2022-08-16,,YYYY.MM.DD,2022-08-18,YYYY,p2,True,False,1,1,2022-08-16,2022-08-18,YYYY,STAZES 281012101 2220 HS S0 344 Comn Starch Taste 2022.08.16 350g  1 260kcal ,1.9,False,일만틀림,001515.jpg,2022-08-18,640,small,B 1패스엔 있었는데 2패스가 지움
001520,2021-07-08,,YYYY.MM.DD,2021-07-10,YYYY,erode2/p1@640,False,False,1,1,2021-07-10,2021-07-10,YYYY, POE TADIE New 42 8282 0 || C  O FE  L10n kca  CM  CALEL ELPOENTE A PRO E H || UEE - CEEH HPA A   1E450 || 2021.97.08 10:09 71 x  || HACCP || OON O H O    o11 130 8 ka O A  51106   ETA EA 20020110328835 2222 8 kcal New 4 OSE 20  || REA E  BOO  0-0- ||     || 2021.97.08 76:89  x ||   N   O  go  A   E,10.1,False,일만틀림,001520.jpg,2021-07-10,1043,mid,C 후보는 있는데 전부 오답(오독)
001521,2021-07-08,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,97   ER EITE WEESON  L SUR  New42 829 A A M C  || DETOAE A 4 C 1 A ||  || 10:05 O7 . O8 774x1  || HACCP MRINNICS || E F  T TE PEESoN T     New   A HA 0 2  || BE  M M  8 ||  || 074:85 .D7. . .08 71x1 || HACCP AR || F AU || CIH :   LEDEFEE || HER T MS AAAA LJTE PReSe HE E || k 2 2 || c8  || 1 || E || ,18.9,False,NONE,001521.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001523,2021-06-14,2,YYYY.MM.DD,2021-01-15,CMP6_YMD,p1@640,False,False,1,1,2021-01-15,2021-01-15,CMP6_YMD,ZAN 69E   || WO    || 202101.1 210115,3.2,True,월/일틀림,001523.jpg,2021-01-15,640,small,C 후보는 있는데 전부 오답(오독)
001537,2021-02-19,2,YY.MM.DD,2021-02-26,YY,p2,False,False,1,1,2021-01-26,2021-02-26,YY,l0.1 || EI || 4x1 || 81 || t77  Sunce HEALTHY 2010 || SANDWICH HAM AHEIRISH ||  T C || 0.1 || EI || 71x1 || B1 || 7  since HEALTHY 2010 || SANDWICH HAM AHEIH ||  T || 0.135 A4 x801 || 21.01.264 2X1 VEI 81 || t77 HEALTHY || AHERIH SANDWICH HAM ||  1 || 0.1  21.01.264 24 VI 81 || E77 INALTHP || AHCIH ,17.5,True,일만틀림,001537.jpg,2021-02-26,640,small,C 후보는 있는데 전부 오답(오독)
001541,2021-06-13,2,YY.MM.DD,2020-12-14,YY,p2,True,False,2,2,2020-12-14;2021-06-13,2020-12-14,YY,oA Baking0 ||  || 8885 ||    CELDIE Marinade  3 B4A4 XXI  AX || 21.06.13 A1 20.12.14 22:54  E1 919,4.2,True,전부틀림,001541.jpg,2020-12-14,640,small,B 1패스엔 있었는데 2패스가 지움
001548,2022-09-28,2,DD.MM.YYYY,NONE,,,False,False,0,0,,,,uall ||  || NW.240GM || now 71.. || aijb || ecipe || d || uall || d || NW.240GM || 71 || jb || ecipe || s || all ||  rb || NM. 240GM || u 1 || Jiallsyip || r e || NN.240GM || aow Zl || Jallsaip || d || NW.240GM || JO w7. || Jitallsyy ||  o. || NN.240GM || wZl || Jipallsyy || drb || NN.240GM || Jallp,31.1,True,NONE,001548.jpg,NONE,1034,mid,D 후보 없음(미검출/전부 미인식)
001549,2022-09-28,,DD.MM.YYYY,NONE,,,False,False,0,0,,,,a i alls  || B W.0GM || 7.1- || ab dis ale  || N P2G || 71 || a dills || H L.24GM || arb dialsyd || PR0D:23-/093 || HM.240GH || i lls ||  || N M40GM ||  alls || aub || W.240 GM,15.5,False,NONE,001549.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001550,2021-08-25,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,BEST BEFURE 202170872 || LOT 0238 02:54 4F || BEST BEFURE 202170872 || LOT 0238 02:54 4F || C || BEST BEFURE 2U21708/25 || LOT 0238 02:544F || C || BEST BEFURE-202170872 LOT 0238 02:54 4F || BEST BEFURE 202170872 || LOT 0238 02:54 4F || BEST BEFURE 202170872 || LOT 0238 02:544F || BEST DEFURE 202170,24.2,False,NONE,001550.jpg,NONE,1210,mid,D 후보 없음(미검출/전부 미인식)
001555,2020-06-03,,YYYY.MM.DD,2020-05-03,YYYY,p2,True,False,1,1,2020-06-03,2020-05-03,YYYY,2020    06 03,2.6,False,월/일틀림,001555.jpg,2020-05-03,640,small,B 1패스엔 있었는데 2패스가 지움
001558,2021-12-24,d,DD.MM.YY,2024-12-21,YY,p2,False,False,1,1,2024-12-21,2024-12-21,YY,OPEN AND HEST CLUCK || Skittles || Wang || 07 7 mey || 080-567-9898 ||  0 1399 || 24/12/21 || 320 914973 603035,3.1,False,전부틀림,001558.jpg,2024-12-21,995,mid,C 후보는 있는데 전부 오답(오독)
001562,2022-06-11,,YYYY.MM.DD,2022-06-01,YYYY,p2,False,False,1,1,2022-06-14,2022-06-01,YYYY,Lipton || CI || H || LIPTON TEA || AND FRUIT FLAVOR || 2022 06. 14:21 || 770g 3 157kcal ,3.5,False,일만틀림,001562.jpg,2022-06-01,640,small,C 후보는 있는데 전부 오답(오독)
001563,2020-08-05,2,YY.MM.DD,NONE,,,False,False,0,0,,,, x u1 Jagabee HHOr || OPEN 70 || M5 || x7 u1 Jagabee O || OPEN 7  || 584 || x17u1 Jagabee   || OPEN N 7X7 || 5 || x Z  u1 Jagabe HEOrOr E || NOPEN 7084 || 8 || x 7 u1 Jagabee AHOrOr || OPEN 70 || M58851 || x Z U1 AMYOrOY || OPEN A4449 :798  04 x1 94 4987124c || 8857 || x7  U1 AHYOrOr || OPEN A 47 : ,26.3,True,NONE,001563.jpg,NONE,844,mid,D 후보 없음(미검출/전부 미인식)
001564,2020-08-05,2,YY.MM.DD,NONE,,,False,False,0,0,,,,x    u1 Japahe HHYOOr || OPEN 7NA || xtZhu1 Jagahee H  || OPEN ENA || xF ZH u1 HHOOr || OPEN 4 9711 5 74 || XH ZH U1 AMO || OPEN 4 n849 :78 7184 201 4x1 854 490471 61242h || 50:28:8:85 12:47 J || XF Zh u1 HHO || OPEN 7N || 518080547 || x   u1 Jaugalora HHOOr || OPEN X,13.6,True,NONE,001564.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001567,2020-04-23,,DD MON YYYY,2020-01-15,YYYY,p2,False,False,1,1,2020-01-15,2020-01-15,YYYY,STRING || STRING CA Cuccce 0 2 CUwe U   23 APR RCM 12 w t T Cr   E   2020 15:54 G ||   C    X || STRING || STRING C44 3ccc Coccccee  CaaA    23 APR RCM2 twwwe  -   w E e G 2020 1 1554 G ||     I  N,4.3,False,월/일틀림,001567.jpg,2020-01-15,640,small,C 후보는 있는데 전부 오답(오독)
001575,2022-03-27,,YYYY.MM.DD,2022-03-22,YYYY,p2,True,False,1,1,2022-03-27,2022-03-22,YYYY,XZL || LHO400  || 3100  || -23.5  || 2022.03.27,1.2,False,일만틀림,001575.jpg,2022-03-22,939,mid,B 1패스엔 있었는데 2패스가 지움
001587,2021-04-20,,YYYY.MM.DD,2021-04-27,YYYY,p1@640,False,False,1,1,2021-04-27,2021-04-27,YYYY,2021.04.27 212.91 || 88  ,1.3,False,일만틀림,001587.jpg,2021-04-27,640,small,C 후보는 있는데 전부 오답(오독)
001591,2021-02-18,,YY.MM.DD,NONE,,,False,False,0,0,,,, 87101 || 21.02.187XI || Homeglus || 921 || H || 18710 || 21.02.187XI || Homeglusus || g24 || H 2 ||  8710 || 21.02.1871XI || 92 || H || ey20 || 21.02.1801XI || 92 || HION ||  87101 || 21.02.1871XI || domeglus || H 921 || 88712 || 21.02.1871XI || Homeplus ||  || HH,5.7,False,NONE,001591.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001598,2021-03-07,2,YY.MM.DD,2018-02-NONE,YYYYMM,p1@640,False,False,1,1,2018-02-NONE,2018-02-NONE,YYYYMM,1 02012018 No.1 8202201 2018.2  he    || 120 E || D 74x1 || 29t8301 OIN Down || 100 ,1.4,True,전부틀림,001598.jpg,2018-02-NONE,640,small,C 후보는 있는데 전부 오답(오독)
001604,2021-02-24,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,RHI || Bgx IDRSE X || 3931.87477  ||  H || 2421 100  93 ||   E  || RH || EEXI XIDISEX x || RLOAN 2 ||  H || 1 100   ||     || 2HI || Bgx IDASE X || 3931:82479 ||   || 2424 100  913 || I  ||  || 2H || Bg || 2931:847 || RH || Bgx IDISE X || AS 2931.8247 || 9 HI || 2421 100  93 || I4  || 23 || RHI || B,6.8,False,NONE,001604.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001627,2021-07-03,,YYYY.MM.DD,2022-07-05,YYYY,p2,False,False,1,1,2022-07-05,2022-07-05,YYYY,1232 || 787181 202107.03 12:20 || 742 || RR282 || 2022.07.05,2.0,False,전부틀림,001627.jpg,2022-07-05,640,small,C 후보는 있는데 전부 오답(오독)
001636,2021-12-22,2,YYYY.MM.DD,2023-02-12,DDMMYY,p2,True,True,2,8,2020-12-23;2021-12-22,2020-03-25;2020-12-02;2021-12-22;2023-02-12,DDMMYY;DMY4;YMD_GLUED;YYYY,o8710 || 2021.12.22/25 2020-12 -23.05:32  EI 2212,1.4,True,전부틀림,001636.jpg,2023-02-12,640,small,A 2패스 후보에 정답 있음(선택 실패)
001644,2021-10-16,,DD.MM.YYYY,2021-10-15,DMY4,p1@640,False,False,1,1,2021-10-15,2021-10-15,DMY4,0106-1013 E10:15.10.2021 || g2  ,1.2,False,일만틀림,001644.jpg,2021-10-15,640,small,C 후보는 있는데 전부 오답(오독)
001646,2021-10-12,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,202110 2  || P11 || 2211 2 15 || P  || 202110 2 1 || 202110 2,4.4,False,NONE,001646.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001649,2019-08-18,,YYYY.MM.DD,2021-01-21,CMP6_YMD,p1@640,False,False,2,2,2019-08-02;2021-01-21,2019-08-02;2021-01-21,CMP6_YMD;SP_DMY,210121 ||  || 427/ 4442 ||   || 4880-0101 || O || 2 8   19g 18  || 0g    g g 0 ,1.0,False,전부틀림,001649.jpg,2021-01-21,1136,mid,C 후보는 있는데 전부 오답(오독)
001689,2021-06-22,,DD MON YYYY,NONE,,,False,False,0,0,,,,aae || BERT 2 JIUIA 06145 2021 || C || BERTL 2N u baras 2031 || aag || BERT JILIN 66145 2021 || aRiig || BERTubopsd || gaig || b6p21 || aETe || DERT 11N 06145 2021,4.8,False,NONE,001689.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001726,2021-02-16,,YYYY.MM.DD,2021-02-06,YYYY,p2,True,False,1,1,2021-02-16,2021-02-06,YYYY,IN THE GARDEN ||  x1018 SMaE ||    ||  716    E4D8E 40 akcal  || 2021 .02.16XA 87,1.1,False,일만틀림,001726.jpg,2021-02-06,640,small,B 1패스엔 있었는데 2패스가 지움
001745,2022-01-28,2,YYYY.MM.DD,2022-01-NONE,YYMM,p2,False,False,1,1,2022-01-NONE,2022-01-NONE,YYMM,2218 || 2121.011.29.01:14 212.01.28/2N  E1 ||  871 74x1 || 71 01214 22.01,1.8,True,일만틀림,001745.jpg,2022-01-NONE,640,small,C 후보는 있는데 전부 오답(오독)
001748,2019-07-03,2,YYYY.MM.DD,2030-12-14,CMP6_YMD,erode3/p1@1024,False,False,1,1,2030-12-14,2030-12-14,CMP6_YMD,CHEILJEDANG oH  D || At  || LAOIFY || 1     7x 4 44 || 2818:85:15 || 380 g  99 kcal  H99.01     || Latae  CHEILTEDANG oH  Soy ro || MAOIFY  1  frac    712  4444 || 2818:89:15T || 380 g   399 kcal   CHF 99.011     ||  CHEILJEDANG GH  sa || AO1F  1  7 44 F44 || 3813:89:5 || 380  39 kal   99.01    || L,10.3,True,전부틀림,001748.jpg,2030-12-14,1033,mid,C 후보는 있는데 전부 오답(오독)
001749,2019-07-03,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,oH || A CHEILYEDANG MASICH 10  7r   P || 380 g  399 kcal   CH 999.01   2  || H || Aatye CHEILJYDANG A  107      || 380  399 kal  9.01   || oH || La CHEILJEDANG MAEICY 10  f    Po SOY Y FoD ||  || 380 g  399 kcal  CH 999.01   || oHf || La CHERJEDANG MABICY 15   4 LICIOUS dof || 380 g 399 kcal  3818:8,6.8,False,NONE,001749.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001755,2021-12-05,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,PSTA SAUCE Liart PREMUMPPST SUC C || BEST BEFOE 2022 1525 T 139499202 EST251 || 2 || NO || D || K || ONPSTA SAUCE Cillat PRM PRST S0 || EST REFOR  202 5 bEST RE8955202E57251 ||  ||  ||  ||  R || PSTA SAUCE liart PEMUMPRST SAUC C || HEST BEFORE 2021 25 Lot 94902EST251 ||  U AAS  || dI I OLP 1 HD || 4,8.3,False,NONE,001755.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001756,2021-12-30,2,YYYY.MM.DD,2021-12-20,YYYY,p2,False,False,2,5,2020-12-21;2021-12-20,2020-12-21;2021-12-09;2021-12-20,DMY4;YYYY,1031 MI Ooaie 7101 21 2020.12.21/09:12 2021.12.20 3  || 8801117 131210 || OFTEO,2.2,True,일만틀림,001756.jpg,2021-12-20,1365,mid,C 후보는 있는데 전부 오답(오독)
001765,2021-09-10,,DD MON YY,2021-09-21,MON_DY,p2,True,True,2,4,2021-09-10;2021-09-21,2021-09-10;2021-09-21,D_MON_Y;MON_DY,10/SEP/21 I 21:36 A A A 2 2 2 A 2  A   a  P,2.1,False,일만틀림,001765.jpg,2021-09-21,1008,mid,A 2패스 후보에 정답 있음(선택 실패)
001768,2021-06-29,2,YYYY.MM.DD,2020-12-30,YYYY,p2,True,False,2,2,2020-12-30;2021-06-29,2020-12-30,YYYY,x6000s holeaBl || 2020.12.30/08: 19 2021.06.29/A   25  7740,1.5,True,전부틀림,001768.jpg,2020-12-30,640,small,B 1패스엔 있었는데 2패스가 지움
001769,2021-12-22,,YY.MM.DD,2021-12-02,YY,p2,False,False,1,1,2021-12-01,2021-12-02,YY,LOTTE || Sok  21.12.  1 0 22T 11 x  facebook  o710 ,1.4,False,일만틀림,001769.jpg,2021-12-02,1008,mid,C 후보는 있는데 전부 오답(오독)
001770,2019-10-18,2,YY.MM.DD,2019-04-19,YY,p2,False,False,1,1,2019-04-19,2019-04-19,YY,Pulmuone || 19.04.19 15:37 ||   19.10.181 T  || E2 450 g 607 kcal  0747 00 7 || 2,1.1,True,월/일틀림,001770.jpg,2019-04-19,979,mid,C 후보는 있는데 전부 오답(오독)
001776,2021-04-05,,DD.MM.YYYY,2021-04-02,DMY4,p2,False,False,1,1,2021-04-02,2021-04-02,DMY4,Lomie R CKR 05 Sauce  Chill Powder A2 04 2021 32 05 soy || t Noodles || reng || Noodles aut es-,1.7,False,일만틀림,001776.jpg,2021-04-02,1112,mid,C 후보는 있는데 전부 오답(오독)
001787,2020-12-NONE,,MM.YY,NONE-12-20,MMDD,p2,False,False,1,1,NONE-12-20,NONE-12-20,MMDD,Hier offnen || DrOetker VITALIS Knusper 12.20 L3101 || ta no || Honeys,1.4,False,전부틀림,001787.jpg,NONE-12-20,946,mid,C 후보는 있는데 전부 오답(오독)
001788,2020-12-NONE,,MM.YY,NONE-12-20,MMDD,p2,False,False,1,1,NONE-12-20,NONE-12-20,MMDD,Hier offnen || etker VITALIS Knusper Honeys  12.20 L310 1 || Mnethe Mor,1.4,False,전부틀림,001788.jpg,NONE-12-20,640,small,C 후보는 있는데 전부 오답(오독)
001791,2020-08-13,,YY.MM.DD,2020-08-01,YY,p2,True,False,1,1,2020-08-13,2020-08-01,YY,Ha 2 14844  80 IHRIANESREA L   O 1N4 SR RENRSER 1NS 41 101 R2 2e 91818 16-54718 080-850-1200 O   1O EANRNS 14880g20g0 1/20geMical || OE  || 20.08. 13 F1 || 21 8801007811192,2.2,False,일만틀림,001791.jpg,2020-08-01,864,mid,B 1패스엔 있었는데 2패스가 지움
001797,2020-05-26,2,YY.MM.DD,NONE,,,False,False,0,0,,,,HERSHEY S RICH CHOCOLATE CAKE 20:12: C  1 x  HE || PU E || P || RICH CHOCOLATE CAKE 20:13:26 A   x  E || 2  || . || RICH CHOCOLATE CAKE 28:13:26 A 7x11  EI || HERSHEY S RICH CHOCOLATE CAKE 20:13:266 D   X   E || 10 - || RICH CHOCOLATE CAKE 20:13:26 a   x  GE || HERSHEY S RICH CHOCOLATE CAKE 20:15:26,9.9,True,NONE,001797.jpg,NONE,1134,mid,D 후보 없음(미검출/전부 미인식)
001798,2021-10-10,,YYYY.MM.DD,2021-10-14,YYYY,p2,False,False,1,1,2021-10-14,2021-10-14,YYYY,WAFERROLL || X/0 LIELIAIOP N875 ||  115 g 560 kcal    0.54  || ZXP :2021/10/14 No Brand || 14J109,1.1,False,일만틀림,001798.jpg,2021-10-14,822,mid,C 후보는 있는데 전부 오답(오독)
001802,2021-05-03,,YYYY.MM.DD,2021-08-05,DMY4,p2,False,False,1,1,2021-03-05,2021-08-05,DMY4,05.03.2021 || KEs9 || 20 2 2  A  2 2 2 C  E   ,1.4,False,월/일틀림,001802.jpg,2021-08-05,640,small,C 후보는 있는데 전부 오답(오독)
001806,2020-11-09,2,YY.MM.DD,NONE,,,False,False,0,0,,,,20:11:19 88010622 014675 DA A 080-024-6060 NN838 SEIR || 3.98D B-801002014675 DA EEE 080-0020 N T || 20.17:19 8 8010622014675 DA 76 BE  080-0246060 ANN SEIR || 20.17:9 88010622014675 DA NE 080-024-6060 ANETY SEIRA || 30:11:19 8 801062014675 DA EF XN 080-022-6060 NR348 SEIR || 30.92:89 8 801062201467,5.1,True,NONE,001806.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
001811,2023-10-22,,YY.MM.DD,2023-10-02,YY,erode2/p1@640,False,False,1,1,2023-10-02,2023-10-02,YY,BEST BY 23 10. 22 || BEST BY 23  10. 22 || BEST BY 23. 10. 2,2.0,False,일만틀림,001811.jpg,2023-10-02,640,small,C 후보는 있는데 전부 오답(오독)
001815,2022-06-07,,YYYY.MM.DD,2020-02-06,CMP6_YMD,p2,True,False,1,1,2022-06-07,2020-02-06,CMP6_YMD,9 H    O 392 oo  CE LUNEE   4 010 8 215 kcal 10 || 801161501663 || 202206.07 TEA || EEL L RA   2 GO    T K o   21 keal 10 || 801161 50163 || 202.06.07 1A || M  o C P ET  4890/10 8215 kcl || S01161-5016 || 202206.07 || THL ASTE TLaL 1 2 d || 202206.07 || HEEBEE EPE ERT 80/1N 215 kcal || 2022.06.07,4.7,False,전부틀림,001815.jpg,2020-02-06,640,small,B 1패스엔 있었는데 2패스가 지움
001817,2021-04-14,2,YY.MM.DD,2021-01-16,YY,blur1/p1@640,False,False,1,1,2021-01-16,2021-01-16,YY,100 713 ||  53   OTHER 409   OA Y   48  J1R 40 IRSOHAOR TEE AE ET M 35g  01E  488165  dio.kr 080-500-1200 166-54108 8801391102 2 A  6 10814 0 || since 1954 || 100  ||    59  OTHER    T     A A 817y 48  IEOP  T AFT   P  1488   .k 080-8500-1200 166-547108 880139110271 2    0   || since 194. || 100 749,6.9,True,월/일틀림,001817.jpg,2021-01-16,640,small,C 후보는 있는데 전부 오답(오독)
001818,2022-01-18,,YYYY.MM.DD,2021-01-19,YYYY,p2,True,False,2,2,2021-01-19;2022-01-18,2021-01-19,YYYY,:28947795090288875.0 || 2   MF  488 U2AE94  454 482948 057 88AA8484  02205 2021.01.19 2022.01.18 45.4270 R,4.1,False,전부틀림,001818.jpg,2021-01-19,1049,mid,B 1패스엔 있었는데 2패스가 지움
001832,2022-09-02,2,YYYY.MM.DD,2020-09-02,YYYY,p1@1024,False,False,1,1,2020-09-02,2020-09-02,YYYY,Tttca0 || 00100  2022.09.0 BUK26 2309 || 10tca0 || 0100   2020.09.02 2309,2.2,True,연도만틀림,001832.jpg,2020-09-02,1316,mid,C 후보는 있는데 전부 오답(오독)
001833,2022-09-02,,YYYY.MM.DD,NONE,,,False,False,0,0,,,,O0co || 2309 || 8.2 BUK26 || cf00   ||  || 230 9 || 3:88  BUK26 || Ochf 100   || 230 9 || 328 BUK26 || Ocf00   || 27 || 2309 || 2.8:9 BUK26 || ctf10   || 2309 || 82 BUK26 || Ocof 100   || O7c || 2309 ||  BUK26 || cof 100  ,4.7,False,NONE,001833.jpg,NONE,640,small,D 후보 없음(미검출/전부 미인식)
